sample,baseline_robust_snr_db,candidate_robust_snr_db,baseline_high_freq_energy,candidate_high_freq_energy,baseline_residual_rms,candidate_residual_rms,baseline_curvature_penalty,candidate_curvature_penalty,delta_robust_snr_db,delta_high_freq_energy,delta_residual_rms,delta_curvature_penalty
treatment_3/replicate_F/12Oclock/normalized.csv,164.86582547052967,164.86582547052967,0.002357036292451913,0.002357036292451913,1.123041217777471e-16,1.123041217777471e-16,0.002960388382109099,0.002960388382109099,0.0,0.0,0.0,0.0
treatment_3/replicate_F/6Oclock/normalized.csv,166.56849396703234,166.56849396703234,0.002025672465009315,0.002025672465009315,1.3226736644116157e-16,1.3226736644116157e-16,0.0028729182694251835,0.0028729182694251835,0.0,0.0,0.0,0.0
treatment_3/replicate_G/12Oclock/normalized.csv,168.54921162809077,168.54921162809077,0.0016824723572562807,0.0016824723572562807,1.5982345735738928e-16,1.5982345735738928e-16,0.002492023562138099,0.002492023562138099,0.0,0.0,0.0,0.0
treatment_3/replicate_G/6Oclock/normalized.csv,164.37086752836987,164.37086752836987,0.003122923913311105,0.003122923913311105,1.0715904106512769e-16,1.0715904106512769e-16,0.003053635004443736,0.003053635004443736,0.0,0.0,0.0,0.0
treatment_3/replicate_I/12Oclock/normalized.csv,164.09856181776615,164.09856181776615,0.0020663699148976366,0.0020663699148976366,1.2748339231121482e-16,1.2748339231121482e-16,0.0029055370747329188,0.0029055370747329188,0.0,0.0,0.0,0.0
treatment_3/replicate_I/6Oclock/normalized.csv,166.7469540345723,166.7469540345723,0.0018727535295017346,0.0018727535295017346,1.5302384252608782e-16,1.5302384252608782e-16,0.0027661355764033594,0.0027661355764033594,0.0,0.0,0.0,0.0
treatment_3/replicate_J/12Oclock/normalized.csv,165.29546011264355,165.29546011264355,0.001818264261007189,0.001818264261007189,1.3480062487828387e-16,1.3480062487828387e-16,0.002815697738793638,0.002815697738793638,0.0,0.0,0.0,0.0
treatment_3/replicate_J/6Oclock/normalized.csv,165.3517745833268,165.3517745833268,0.0015945742597512926,0.0015945742597512926,1.483321009197736e-16,1.483321009197736e-16,0.0027416421620278697,0.0027416421620278697,0.0,0.0,0.0,0.0
treatment_4/replicate_C/12Oclock/normalized.csv,168.1311593722292,168.1311593722292,0.002040316082700344,0.002040316082700344,1.5128535973307125e-16,1.5128535973307125e-16,0.002902554974757794,0.002902554974757794,0.0,0.0,0.0,0.0
treatment_4/replicate_C/6Oclock/normalized.csv,162.1749095722612,162.1749095722612,0.002222734429247238,0.002222734429247238,1.0830349247738577e-16,1.0830349247738577e-16,0.0033140364317448463,0.0033140364317448463,0.0,0.0,0.0,0.0
treatment_4/replicate_D/12Oclock/normalized.csv,166.4330283878383,166.4330283878383,0.0019508270996689604,0.0019508270996689604,1.3448533404966999e-16,1.3448533404966999e-16,0.003153549141616948,0.003153549141616948,0.0,0.0,0.0,0.0
treatment_4/replicate_D/6Oclock/normalized.csv,168.22371894717975,168.22371894717975,0.0019353777790672305,0.0019353777790672305,1.574729659991553e-16,1.574729659991553e-16,0.0029804709923413023,0.0029804709923413023,0.0,0.0,0.0,0.0
treatment_4/replicate_E/12Oclock/normalized.csv,163.00865788695523,163.00865788695523,0.0018306444299703867,0.0018306444299703867,1.1062964447127379e-16,1.1062964447127379e-16,0.003423993470159743,0.003423993470159743,0.0,0.0,0.0,0.0
treatment_4/replicate_E/6Oclock/normalized.csv,165.62243387879207,165.62243387879207,0.0016621116406636185,0.0016621116406636185,1.4247227989095185e-16,1.4247227989095185e-16,0.003156236980464145,0.003156236980464145,0.0,0.0,0.0,0.0
treatment_4/replicate_I/12Oclock/normalized.csv,161.97989504475314,161.97989504475314,0.0022141925538692498,0.0022141925538692498,1.0883116043581234e-16,1.0883116043581234e-16,0.0035995499543349926,0.0035995499543349926,0.0,0.0,0.0,0.0
treatment_4/replicate_I/6Oclock/normalized.csv,166.2974815378696,166.2974815378696,0.002095479889048373,0.002095479889048373,1.341504718118313e-16,1.341504718118313e-16,0.0033726661489432474,0.0033726661489432474,0.0,0.0,0.0,0.0
treatment_4/replicate_J/12Oclock/normalized.csv,162.39590159037402,162.39590159037402,0.0022928603113910716,0.0022928603113910716,1.0780426123555659e-16,1.0780426123555659e-16,0.003647459628038928,0.003647459628038928,0.0,0.0,0.0,0.0
treatment_4/replicate_J/6Oclock/normalized.csv,161.55587559157516,161.55587559157516,0.0019404037856714748,0.0019404037856714748,1.0804201610580163e-16,1.0804201610580163e-16,0.003651917713889696,0.003651917713889696,0.0,0.0,0.0,0.0
treatment_5/replicate_A/12Oclock/normalized.csv,166.38738014996045,166.38738014996045,0.0016728328890604337,0.0016728328890604337,1.5333105793778277e-16,1.5333105793778277e-16,0.003235646861016554,0.003235646861016554,0.0,0.0,0.0,0.0
treatment_5/replicate_A/6Oclock/normalized.csv,167.71988279721535,167.71988279721535,0.0017998330611076504,0.0017998330611076504,1.51874893244897e-16,1.51874893244897e-16,0.0031128057543186828,0.0031128057543186828,0.0,0.0,0.0,0.0
treatment_5/replicate_C/12Oclock/normalized.csv,162.00216013160926,162.00216013160926,0.0017551197552666425,0.0017551197552666425,1.0920057588782593e-16,1.0920057588782593e-16,0.003520418584778346,0.003520418584778346,0.0,0.0,0.0,0.0
treatment_5/replicate_C/6Oclock/normalized.csv,164.73316147823635,164.73316147823635,0.0017157735557048225,0.0017157735557048225,1.4358193592669034e-16,1.4358193592669034e-16,0.0033026120615013586,0.0033026120615013586,0.0,0.0,0.0,0.0
treatment_5/replicate_G/12Oclock/normalized.csv,158.43342662637002,158.43342662637002,0.0019922453240853433,0.0019922453240853433,1.0344688419049435e-16,1.0344688419049435e-16,0.0035710745229533963,0.0035710745229533963,0.0,0.0,0.0,0.0
treatment_5/replicate_G/6Oclock/normalized.csv,157.46359670688926,157.46359670688926,0.002369414062379517,0.002369414062379517,9.993806131336496e-17,9.993806131336496e-17,0.00365761376263357,0.00365761376263357,0.0,0.0,0.0,0.0
treatment_5/replicate_H/12Oclock/normalized.csv,162.5809777799127,162.5809777799127,0.002465709369048542,0.002465709369048542,1.0933113952440647e-16,1.0933113952440647e-16,0.003643506759225201,0.003643506759225201,0.0,0.0,0.0,0.0
treatment_5/replicate_H/6Oclock/normalized.csv,171.46525405265191,171.46525405265191,0.003127426597015589,0.003127426597015589,1.8620495950782864e-16,1.8620495950782864e-16,0.002807117050761812,0.002807117050761812,0.0,0.0,0.0,0.0
treatment_5/replicate_J/12Oclock/normalized.csv,164.24906259177092,164.24906259177092,0.0017131401151027322,0.0017131401151027322,1.3858678415423872e-16,1.3858678415423872e-16,0.003276600681140408,0.003276600681140408,0.0,0.0,0.0,0.0
treatment_5/replicate_J/6Oclock/normalized.csv,169.06771810743538,169.06771810743538,0.0016124225552052545,0.0016124225552052545,1.6782532124229008e-16,1.6782532124229008e-16,0.0027895771838238478,0.0027895771838238478,0.0,0.0,0.0,0.0
treatment_6/replicate_A/12Oclock/normalized.csv,164.90644817176582,164.90644817176582,0.001944539974724147,0.001944539974724147,1.1167802611719816e-16,1.1167802611719816e-16,0.003296349331117141,0.003296349331117141,0.0,0.0,0.0,0.0
treatment_6/replicate_A/6Oclock/normalized.csv,162.51736607178768,162.51736607178768,0.0020701661668229275,0.0020701661668229275,1.0821106342597469e-16,1.0821106342597469e-16,0.003486816902707595,0.003486816902707595,0.0,0.0,0.0,0.0
treatment_6/replicate_B/12Oclock/normalized.csv,165.73452252075543,165.73452252075543,0.002439311557985434,0.002439311557985434,1.22575002580093e-16,1.22575002580093e-16,0.003364335278266626,0.003364335278266626,0.0,0.0,0.0,0.0
treatment_6/replicate_B/6Oclock/normalized.csv,165.49768609199702,165.49768609199702,0.0019842247830472097,0.0019842247830472097,1.422363552626441e-16,1.422363552626441e-16,0.003222037431371129,0.003222037431371129,0.0,0.0,0.0,0.0
treatment_6/replicate_E/12Oclock/normalized.csv,164.972105748688,164.972105748688,0.0018382143602948527,0.0018382143602948527,1.2725510185865243e-16,1.2725510185865243e-16,0.0033889309423001737,0.0033889309423001737,0.0,0.0,0.0,0.0
treatment_6/replicate_E/6Oclock/normalized.csv,164.11298191894923,164.11298191894923,0.001825112276942702,0.001825112276942702,1.2367173225840147e-16,1.2367173225840147e-16,0.0033788678899559998,0.0033788678899559998,0.0,0.0,0.0,0.0
treatment_6/replicate_G/12Oclock/normalized.csv,166.20787863552874,166.20787863552874,0.002168480290480211,0.002168480290480211,1.2332036177262798e-16,1.2332036177262798e-16,0.003339395887475716,0.003339395887475716,0.0,0.0,0.0,0.0
treatment_6/replicate_G/6Oclock/normalized.csv,169.70211627877154,169.70211627877154,0.0016829091306484651,0.0016829091306484651,1.7168414705650331e-16,1.7168414705650331e-16,0.0029002024622110027,0.0029002024622110027,0.0,0.0,0.0,0.0
treatment_6/replicate_I/12Oclock/normalized.csv,167.11200123318008,167.11200123318008,0.0032560125464018794,0.0032560125464018794,1.2418336266140206e-16,1.2418336266140206e-16,0.0033937964680939544,0.0033937964680939544,0.0,0.0,0.0,0.0
treatment_6/replicate_I/6Oclock/normalized.csv,170.2756590458198,170.2756590458198,0.003452118721492747,0.003452118721492747,1.5020359543313184e-16,1.5020359543313184e-16,0.0029608195311079627,0.0029608195311079627,0.0,0.0,0.0,0.0
