sample,baseline_robust_snr_db,candidate_robust_snr_db,baseline_high_freq_energy,candidate_high_freq_energy,baseline_residual_rms,candidate_residual_rms,baseline_curvature_penalty,candidate_curvature_penalty,baseline_change_fraction,candidate_change_fraction,delta_robust_snr_db,delta_high_freq_energy,delta_residual_rms,delta_curvature_penalty,delta_change_fraction
treatment_2/replicate_D/6Oclock/normalized.csv,60.0,49.445820095314176,0.002326574324668469,0.002199619467996293,1.3632036734812968e-16,0.0008719536586718678,0.0028054039882357664,0.0015075860838024361,5.027479739889454e-16,0.0022734790014138,-10.554179904685824,-0.00012695485667217577,0.0008719536586717315,-0.0012978179044333302,0.0022734790014132976
treatment_2/replicate_F/12Oclock/normalized.csv,60.0,51.145605497362624,0.002283458449006161,0.0021255362720537106,1.4579629668458867e-16,0.000841620291370061,0.0027267319605254596,0.0014683904989853086,4.3468367813692716e-16,0.0018693975855725818,-8.854394502637376,-0.00015792217695245053,0.0008416202913699151,-0.001258341461540151,0.001869397585572147
treatment_2/replicate_F/6Oclock/normalized.csv,60.0,53.15607147523794,0.002048099342440913,0.0019503220786667367,1.6414868337842216e-16,0.0008087262332924437,0.0025250303384827407,0.001344859464934014,3.805566284344561e-16,0.0014831271282291362,-6.843928524762063,-9.777726377417639e-05,0.0008087262332922795,-0.0011801708735487268,0.0014831271282287556
treatment_2/replicate_H/12Oclock/normalized.csv,60.0,58.427293236379356,0.0019184216334224946,0.0019006473360674797,2.1402203187029908e-16,0.0006851715955516753,0.002030554043565538,0.0011195735846402327,5.410138642706353e-16,0.0008083832219614777,-1.5727067636206442,-1.7774297355014875e-05,0.0006851715955514613,-0.0009109804589253051,0.0008083832219609367
treatment_2/replicate_H/6Oclock/normalized.csv,60.0,50.137437658158,0.002023054301812227,0.0019395285122289895,1.5139926219523196e-16,0.0008530920822405841,0.0027467804703657436,0.001486666171497272,4.843106572247195e-16,0.0020994719141555224,-9.862562341842,-8.352578958323743e-05,0.0008530920822404327,-0.0012601142988684715,0.002099471914155038
treatment_3/replicate_B/12Oclock/normalized.csv,60.0,45.865680650514406,0.001535632428140377,0.0014226512713194004,1.2944721403287462e-16,0.0008937278667458734,0.0029667813037802288,0.0016032267346984285,7.316332257807249e-16,0.0034331906304698274,-14.134319349485594,-0.00011298115682097662,0.000893727866745744,-0.0013635545690818002,0.003433190630469096
treatment_3/replicate_B/6Oclock/normalized.csv,60.0,45.21720974231968,0.0018336879192480953,0.0016718038412400701,1.104425475731726e-16,0.0008982295605342088,0.003006355032824524,0.0016392444995337587,7.773640047687566e-16,0.003699316281065598,-14.782790257680318,-0.0001618840780080251,0.0008982295605340984,-0.0013671105332907652,0.003699316281064821
treatment_3/replicate_F/12Oclock/normalized.csv,60.0,47.015150444015305,0.0023570362924519093,0.002131806649240188,1.123041217777471e-16,0.000895584993452274,0.002960388382109099,0.0015949591641155484,6.340432483804468e-16,0.0030076301469861466,-12.984849555984695,-0.00022522964321172127,0.0008955849934521616,-0.0013654292179935508,0.0030076301469855126
treatment_3/replicate_F/6Oclock/normalized.csv,60.0,49.26252887783916,0.002025672465009314,0.0018843436188717387,1.3226736644116157e-16,0.0008811196931956135,0.0028729182694251835,0.0015504099555948738,5.211772595341053e-16,0.0023219641388740283,-10.73747112216084,-0.0001413288461375754,0.0008811196931954812,-0.0013225083138303096,0.002321964138873507
treatment_3/replicate_G/12Oclock/normalized.csv,60.0,52.25129709237649,0.0016824723572562833,0.0016234764000734607,1.5982345735738928e-16,0.0007937623932853454,0.002492023562138099,0.0013448359077501515,4.149058662917226e-16,0.0016459517415187753,-7.74870290762351,-5.899595718282264e-05,0.0007937623932851856,-0.0011471876543879475,0.0016459517415183605
treatment_3/replicate_G/6Oclock/normalized.csv,60.0,46.58076005800234,0.003122923913311104,0.002599250745544624,1.0715904106512769e-16,0.0009149098912732888,0.003053635004443736,0.0016521979162717514,6.712229223397165e-16,0.003161869552231533,-13.41923994199766,-0.0005236731677664801,0.0009149098912731817,-0.0014014370881719846,0.0031618695522308616
treatment_3/replicate_I/12Oclock/normalized.csv,60.0,46.45100388780118,0.002066369914897632,0.0019408143322259062,1.2748339231121482e-16,0.0008685283237641296,0.0029055370747329188,0.0015862103529709203,6.925993262310986e-16,0.0032094584446475775,-13.548996112198822,-0.0001255555826717256,0.0008685283237640021,-0.0013193267217619985,0.003209458444646885
treatment_3/replicate_I/6Oclock/normalized.csv,60.0,49.82117541346193,0.0018727535295017335,0.0017922869872537019,1.5302384252608782e-16,0.000859729261051133,0.0027661355764033594,0.001472708383287089,5.105784194609699e-16,0.002177324609831877,-10.17882458653807,-8.046654224803159e-05,0.00085972926105098,-0.0012934271931162704,0.0021773246098313664
treatment_3/replicate_J/12Oclock/normalized.csv,60.0,47.801695144703444,0.001818264261007188,0.0017153872069416997,1.3480062487828387e-16,0.0008553099374537032,0.002815697738793638,0.0015295469399549102,6.03444245718467e-16,0.002747243752391294,-12.198304855296556,-0.00010287705406548833,0.0008553099374535684,-0.0012861507988387278,0.002747243752390691
treatment_3/replicate_J/6Oclock/normalized.csv,60.0,48.016181612096666,0.001594574259751291,0.0015338891085427855,1.483321009197736e-16,0.0008406423990956071,0.0027416421620278697,0.001492934779920706,5.995445048814777e-16,0.0026802349809072847,-11.983818387903334,-6.068515120850556e-05,0.0008406423990954588,-0.0012487073821071638,0.0026802349809066854
treatment_4/replicate_C/12Oclock/normalized.csv,60.0,50.6716291174026,0.002040316082700343,0.0019272910835312082,1.5128535973307125e-16,0.0009067019469537216,0.002902554974757794,0.0015424554291035837,4.353636725780691e-16,0.0019742424981764547,-9.328370882597397,-0.00011302499916913478,0.0009067019469535703,-0.0013600995456542102,0.0019742424981760193
treatment_4/replicate_C/6Oclock/normalized.csv,60.0,43.476823912066536,0.002222734429247242,0.001925715188728708,1.0830349247738577e-16,0.0009775644408337185,0.0033140364317448463,0.0018092506228810578,7.562627999767504e-16,0.004520024148102,-16.523176087933464,-0.00029701924051853405,0.0009775644408336103,-0.0015047858088637885,0.004520024148101244
treatment_4/replicate_D/12Oclock/normalized.csv,60.0,47.77222313955362,0.001950827099668965,0.0018084671594885088,1.3448533404966999e-16,0.0009565915043661372,0.003153549141616948,0.0016816119022039922,5.29369282253469e-16,0.002756581231988223,-12.227776860446383,-0.00014235994018045616,0.0009565915043660028,-0.0014719372394129558,0.0027565812319876935
treatment_4/replicate_D/6Oclock/normalized.csv,60.0,50.351537446204674,0.0019353777790672305,0.0018318647714327962,1.574729659991553e-16,0.0009188907423242012,0.0029804709923413023,0.0015897998731377882,4.307489319502588e-16,0.0020483543099512136,-9.648462553795326,-0.00010351300763443427,0.0009188907423240438,-0.001390671119203514,0.002048354309950783
treatment_4/replicate_E/12Oclock/normalized.csv,60.0,44.22638556387048,0.0018306444299703874,0.001621428172677444,1.1062964447127379e-16,0.0010196952490381637,0.003423993470159743,0.001848150283303382,7.85194521768658e-16,0.004146318627131609,-15.77361443612952,-0.00020921625729294338,0.0010196952490380531,-0.0015758431868563608,0.004146318627130824
treatment_4/replicate_E/6Oclock/normalized.csv,60.0,47.16458605306698,0.0016621116406636185,0.0015819122894518444,1.4247227989095185e-16,0.0009489157131473603,0.003156236980464145,0.0017039963153296085,5.811502943546119e-16,0.002956328220464865,-12.835413946933024,-8.019935121177406e-05,0.0009489157131472179,-0.0014522406651345365,0.002956328220464284
treatment_4/replicate_I/12Oclock/normalized.csv,60.0,42.37351647704175,0.0022141925538692467,0.0018497109359984312,1.0883116043581234e-16,0.0010713927802756729,0.0035995499543349926,0.0019557851895916066,7.734343649663176e-16,0.005132230185852108,-17.626483522958253,-0.00036448161787081554,0.001071392780275564,-0.001643764764743386,0.005132230185851334
treatment_4/replicate_I/6Oclock/normalized.csv,60.0,47.32154702961823,0.002095479889048373,0.0018711990690369854,1.341504718118313e-16,0.0010362171382353495,0.0033726661489432474,0.0018157037268934704,5.376951006754377e-16,0.002903384810521452,-12.67845297038177,-0.00022428082001138766,0.0010362171382352152,-0.001556962422049777,0.0029033848105209144
treatment_4/replicate_J/12Oclock/normalized.csv,60.0,42.775086933519795,0.0022928603113910755,0.0018097665543403067,1.0780426123555659e-16,0.0010850595874769102,0.003647459628038928,0.0019967826499724243,7.372641855358759e-16,0.0049003556877856005,-17.224913066480205,-0.00048309375705076884,0.0010850595874768024,-0.0016506769780665039,0.004900355687784863
treatment_4/replicate_J/6Oclock/normalized.csv,60.0,41.789961922983125,0.0019404037856714748,0.0016356165919753788,1.0804201610580163e-16,0.0010784639706451242,0.003651917713889696,0.001995793346793856,8.121279121347085e-16,0.005488881492054413,-18.210038077016875,-0.000304787193696096,0.0010784639706450162,-0.00165612436709584,0.005488881492053601
treatment_5/replicate_A/12Oclock/normalized.csv,60.0,47.895067004866604,0.0016728328890604329,0.0015928165321761312,1.5333105793778277e-16,0.000986817688601679,0.003235646861016554,0.001772901541377297,5.321586781073148e-16,0.00271786951047865,-12.104932995133396,-8.001635688430165e-05,0.0009868176886015257,-0.001462745319639257,0.002717869510478118
treatment_5/replicate_A/6Oclock/normalized.csv,60.0,49.58244985354249,0.0017998330611076494,0.0017349322069812425,1.51874893244897e-16,0.0009654222417939676,0.0031128057543186828,0.0016816838252989524,4.564739693032364e-16,0.0022379967913860365,-10.417550146457508,-6.490085412640687e-05,0.0009654222417938157,-0.0014311219290197303,0.00223799679138558
treatment_5/replicate_C/12Oclock/normalized.csv,60.0,42.737987686827815,0.0017551197552666436,0.001559605779159182,1.0920057588782593e-16,0.0010461993349084161,0.003520418584778346,0.0019235252597042253,7.714543109432294e-16,0.004921330890355638,-17.262012313172185,-0.0001955139761074616,0.0010461993349083069,-0.0015968933250741207,0.004921330890354867
treatment_5/replicate_C/6Oclock/normalized.csv,60.0,46.06959958873671,0.001715773555704823,0.001626484931310757,1.4358193592669034e-16,0.0009997672440500305,0.0033026120615013586,0.0018122369807614508,6.438016447957178e-16,0.003353528272236269,-13.930400411263292,-8.928862439406605e-05,0.000999767244049887,-0.0014903750807399078,0.003353528272235625
treatment_5/replicate_G/12Oclock/normalized.csv,60.0,38.736670550182396,0.0019922453240853425,0.0015902557857897777,1.0344688419049435e-16,0.0010417333592719403,0.0035710745229533963,0.0019656630399601496,1.1634477492051171e-15,0.007800966650886765,-21.263329449817604,-0.00040198953829556476,0.0010417333592718369,-0.0016054114829932467,0.007800966650885602
treatment_5/replicate_G/6Oclock/normalized.csv,60.0,37.793588396992305,0.0023694140623795154,0.0016512122099837548,9.993806131336496e-17,0.0010789373400878965,0.00365761376263357,0.0020142848060641957,1.3008834216818096e-15,0.008695659556127867,-22.206411603007695,-0.0007182018523957607,0.0010789373400877965,-0.0016433289565693744,0.008695659556126566
treatment_5/replicate_H/12Oclock/normalized.csv,60.0,43.042151193147504,0.0024657093690485404,0.0018803180319146638,1.0933113952440647e-16,0.001100004579954708,0.003643506759225201,0.0019952892824887897,8.24823956176827e-16,0.004751977669317432,-16.957848806852496,-0.0005853913371338766,0.0011000045799545988,-0.0016482174767364112,0.0047519776693166075
treatment_5/replicate_H/6Oclock/normalized.csv,60.0,54.57316239301734,0.003127426597015594,0.0028686703117808848,1.8620495950782864e-16,0.000915702776545482,0.002807117050761812,0.0015134147005907118,4.448756933230162e-16,0.0012598644839910663,-5.426837606982659,-0.0002587562852347093,0.0009157027765452958,-0.0012937023501711,0.0012598644839906213
treatment_5/replicate_J/12Oclock/normalized.csv,60.0,45.67305839656421,0.0017131401151027285,0.0016297839818192794,1.3858678415423872e-16,0.0009910040212862353,0.003276600681140408,0.0017865042867825501,6.807019991335622e-16,0.0035101771235267905,-14.326941603435792,-8.335613328344909e-05,0.0009910040212860968,-0.001490096394357858,0.0035101771235261097
treatment_5/replicate_J/6Oclock/normalized.csv,60.0,51.93672398451221,0.0016124225552052558,0.0015656632739621918,1.6782532124229008e-16,0.0008987526723184315,0.0027895771838238478,0.001507013644224596,5.862940337509446e-16,0.0017066550621573718,-8.063276015487787,-4.6759281243063944e-05,0.0008987526723182636,-0.0012825635395992518,0.0017066550621567854
treatment_6/replicate_A/12Oclock/normalized.csv,60.0,46.18073686567279,0.001944539974724151,0.001643454152877212,1.1167802611719816e-16,0.0010057496029381786,0.003296349331117141,0.001771811266165806,6.310848394833133e-16,0.0033108927150060767,-13.819263134327208,-0.000301085821846939,0.0010057496029380669,-0.001524538064951335,0.0033108927150054457
treatment_6/replicate_A/6Oclock/normalized.csv,60.0,43.111097167688364,0.00207016616682293,0.0016951090263323011,1.0821106342597469e-16,0.0010411252312890217,0.003486816902707595,0.00189082678402369,7.270259514682086e-16,0.004714407211035917,-16.888902832311636,-0.00037505714049062893,0.0010411252312889135,-0.0015959901186839052,0.0047144072110351905
treatment_6/replicate_B/12Oclock/normalized.csv,60.0,46.68498570510721,0.0024393115579854317,0.0021701325832406723,1.22575002580093e-16,0.0010178010898851647,0.003364335278266626,0.0018150473863974195,5.736989169980541e-16,0.0031241556757413587,-13.31501429489279,-0.0002691789747447594,0.0010178010898850422,-0.0015492878918692064,0.003124155675740785
treatment_6/replicate_B/6Oclock/normalized.csv,60.0,46.93961446574469,0.0019842247830472106,0.0018697961705372225,1.422363552626441e-16,0.0009828222725104206,0.003222037431371129,0.0017432528194917492,5.895570694589298e-16,0.0030338997656551574,-13.06038553425531,-0.00011442861250998801,0.0009828222725102784,-0.0014787846118793798,0.003033899765654568
treatment_6/replicate_E/12Oclock/normalized.csv,60.0,46.15251346053029,0.0018382143602948514,0.001670729713156271,1.2725510185865243e-16,0.001040468530709075,0.0033889309423001737,0.0018339673800086998,6.263323859031456e-16,0.0033216684274442925,-13.847486539469713,-0.00016748464713858043,0.0010404685307089476,-0.001554963562291474,0.0033216684274436662
treatment_6/replicate_E/6Oclock/normalized.csv,60.0,45.323303523213184,0.0018251122769427006,0.0016937510249601278,1.2367173225840147e-16,0.0010178438735441802,0.0033788678899559998,0.0018185125649443816,6.914504437418743e-16,0.003654405830565207,-14.676696476786816,-0.0001313612519825728,0.0010178438735440566,-0.0015603553250116181,0.003654405830564516
treatment_6/replicate_G/12Oclock/normalized.csv,60.0,47.555402473060994,0.0021684802904802037,0.0018769955093271456,1.2332036177262798e-16,0.0010342126976861485,0.003339395887475716,0.0017935051166890687,5.432706266793794e-16,0.0028262581533312287,-12.444597526939006,-0.0002914847811530581,0.0010342126976860251,-0.0015458907707866472,0.0028262581533306853
treatment_6/replicate_G/6Oclock/normalized.csv,60.0,52.229394920480146,0.0016829091306484643,0.0015282114938462846,1.7168414705650331e-16,0.0009216218991138128,0.0029002024622110027,0.0015510795828093276,5.449988254081545e-16,0.0016501073796576682,-7.770605079519854,-0.00015469763680217965,0.000921621899113641,-0.001349122879401675,0.0016501073796571233
treatment_6/replicate_I/12Oclock/normalized.csv,60.0,48.4694090483181,0.003256012546401884,0.0027300299229064437,1.2418336266140206e-16,0.0010492248568982037,0.0033937964680939544,0.0018099421151512995,4.895646991341406e-16,0.0025439671539053696,-11.530590951681901,-0.0005259826234954405,0.0010492248568980795,-0.001583854352942655,0.00254396715390488
treatment_6/replicate_I/6Oclock/normalized.csv,60.0,53.100947217479266,0.003452118721492744,0.002971685653632931,1.5020359543313184e-16,0.0009554934392945273,0.0029608195311079627,0.0015748292367737632,3.4011611110701566e-16,0.0014925695998202794,-6.899052782520734,-0.000480433067859813,0.0009554934392943771,-0.0013859902943341995,0.0014925695998199392
